Attendance,Confidence,Participation,Health_Issues,Distraction,Pronunciation_Issues,Reading_Fluency,Writing_Legibility,Math_Struggles,Memory_Issues,Dyslexia_Label
4,4,5,No,Always,Sometimes,3,2,Yes,Sometimes,0
3,2,3,No,Sometimes,Sometimes,1,4,Yes,Always,1
3,4,2,No,Sometimes,Always,2,4,Yes,Sometimes,1
5,4,5,No,Always,Sometimes,1,2,No,Always,1
5,4,5,No,Sometimes,Always,2,2,No,Never,0
5,3,4,Yes,Always,Always,1,2,Yes,Sometimes,1
3,2,5,No,Always,Sometimes,1,3,Yes,Always,0
5,4,2,No,Always,Always,2,4,No,Sometimes,1
4,2,4,Yes,Sometimes,Sometimes,1,3,Yes,Sometimes,1
2,4,2,No,Sometimes,Sometimes,1,1,Yes,Sometimes,1
5,4,2,No,Always,Sometimes,2,1,Yes,Never,1
5,4,2,No,Always,Always,2,4,Yes,Always,0
3,5,3,No,Sometimes,Sometimes,2,2,No,Sometimes,1
3,4,5,Yes,Always,Always,1,3,No,Sometimes,1
4,5,5,No,Always,Always,1,3,Yes,Sometimes,1
3,5,5,Yes,Always,Sometimes,3,1,No,Never,1
2,5,5,No,Sometimes,Always,1,1,Yes,Always,1
4,5,5,No,Always,Sometimes,2,3,No,Sometimes,0
2,2,3,No,Sometimes,Sometimes,2,2,Yes,Sometimes,1
4,4,3,No,Always,Always,1,4,No,Always,0
4,5,3,No,Always,Always,1,2,Yes,Always,1
3,4,4,Yes,Sometimes,Sometimes,3,1,Yes,Always,1
3,4,4,No,Sometimes,Sometimes,3,2,No,Sometimes,1
2,3,4,No,Sometimes,Sometimes,2,3,Yes,Never,1
2,2,2,No,Sometimes,Sometimes,2,3,Yes,Never,0
5,5,3,Yes,Always,Always,1,1,No,Always,0
3,2,4,No,Always,Sometimes,1,1,No,Always,0
4,2,2,Yes,Always,Always,4,2,Yes,Always,1
2,5,2,Yes,Sometimes,Sometimes,1,4,No,Never,1
5,3,4,No,Always,Sometimes,1,2,Yes,Always,0
2,5,3,Yes,Sometimes,Sometimes,2,2,No,Sometimes,1
2,4,4,No,Sometimes,Always,1,2,No,Sometimes,1
3,3,4,Yes,Sometimes,Always,2,2,Yes,Sometimes,0
2,4,3,No,Sometimes,Sometimes,3,1,No,Sometimes,0
4,2,2,No,Always,Always,2,1,No,Always,1
5,4,5,Yes,Sometimes,Always,2,1,No,Always,1
3,5,5,No,Always,Sometimes,2,2,Yes,Sometimes,0
5,4,5,No,Always,Sometimes,1,3,No,Sometimes,0
3,5,4,No,Always,Always,3,3,Yes,Never,0
5,2,4,No,Sometimes,Always,3,1,No,Never,1
2,4,3,No,Always,Sometimes,2,1,Yes,Always,1
3,3,2,Yes,Sometimes,Always,2,2,No,Always,1
3,2,4,No,Sometimes,Sometimes,3,2,No,Sometimes,1
4,3,3,No,Sometimes,Sometimes,2,3,No,Always,1
3,3,2,No,Always,Always,2,1,Yes,Always,1
4,2,4,No,Sometimes,Always,2,1,No,Always,1
4,2,4,No,Sometimes,Always,3,1,No,Always,1
5,5,5,No,Sometimes,Sometimes,2,2,No,Sometimes,0
3,5,2,Yes,Sometimes,Always,1,2,No,Always,0
4,5,3,No,Sometimes,Sometimes,1,3,No,Always,1
2,5,4,No,Sometimes,Always,3,2,Yes,Always,0
4,3,4,No,Always,Sometimes,2,1,Yes,Always,1
3,5,5,No,Always,Always,2,1,No,Always,0
5,2,5,No,Sometimes,Sometimes,1,3,No,Sometimes,1
5,4,5,No,Always,Always,1,1,No,Sometimes,0
3,2,5,No,Sometimes,Always,3,1,No,Always,0
2,3,4,Yes,Sometimes,Sometimes,1,2,No,Always,1
5,5,4,No,Sometimes,Always,1,2,No,Sometimes,0
4,2,3,No,Sometimes,Sometimes,1,4,No,Sometimes,1
5,5,2,No,Always,Always,2,4,Yes,Sometimes,1
2,2,2,No,Sometimes,Sometimes,3,2,No,Never,1
3,5,2,No,Sometimes,Always,1,3,No,Always,1
4,3,5,No,Sometimes,Always,1,3,No,Sometimes,1
4,3,2,No,Sometimes,Always,2,4,No,Always,1
5,2,4,No,Always,Always,2,1,No,Never,0
2,4,5,Yes,Always,Always,1,2,Yes,Sometimes,0
3,5,4,No,Sometimes,Sometimes,1,1,No,Always,0
3,2,2,No,Always,Sometimes,3,3,No,Sometimes,1
5,4,5,No,Sometimes,Sometimes,1,1,No,Sometimes,1
3,3,2,Yes,Sometimes,Always,2,2,Yes,Never,0
5,2,2,Yes,Always,Always,2,3,No,Never,1
4,3,2,Yes,Always,Always,1,4,Yes,Never,0
4,4,2,Yes,Always,Always,1,2,Yes,Sometimes,1
5,4,5,No,Sometimes,Sometimes,4,2,Yes,Never,1
5,4,5,No,Sometimes,Sometimes,3,3,No,Always,1
5,3,2,No,Sometimes,Sometimes,1,4,Yes,Always,0
3,2,5,No,Sometimes,Always,1,3,Yes,Always,0
2,4,5,No,Always,Sometimes,2,2,No,Always,1
5,2,3,No,Always,Always,2,3,No,Never,1
4,3,4,Yes,Always,Sometimes,2,3,Yes,Never,0
4,5,4,Yes,Sometimes,Sometimes,2,1,No,Never,0
5,4,5,No,Sometimes,Sometimes,2,2,Yes,Always,1
3,3,3,No,Sometimes,Sometimes,2,1,Yes,Never,1
2,4,3,No,Sometimes,Sometimes,1,1,No,Always,0
3,4,4,No,Always,Sometimes,2,3,No,Always,0
2,2,4,No,Sometimes,Sometimes,1,2,No,Always,0
3,4,3,No,Sometimes,Sometimes,3,2,No,Always,1
4,5,4,Yes,Always,Sometimes,1,2,No,Sometimes,1
2,2,4,No,Sometimes,Sometimes,2,2,No,Always,1
5,2,2,Yes,Always,Sometimes,4,1,No,Never,1
5,2,3,No,Sometimes,Always,3,2,Yes,Never,0
4,4,4,No,Sometimes,Sometimes,1,2,No,Sometimes,1
5,4,4,No,Sometimes,Sometimes,2,2,Yes,Sometimes,1
4,5,5,No,Always,Always,1,2,Yes,Always,0
3,4,2,No,Sometimes,Sometimes,2,3,Yes,Never,0
4,5,2,No,Always,Sometimes,2,2,No,Sometimes,1
5,5,3,No,Sometimes,Sometimes,4,2,No,Never,0
5,2,5,No,Sometimes,Always,1,2,No,Always,1
2,4,3,No,Sometimes,Sometimes,1,2,No,Never,1
5,2,2,Yes,Always,Always,1,3,Yes,Never,0
3,3,2,Yes,Sometimes,Always,2,2,Yes,Sometimes,0
4,4,2,Yes,Sometimes,Always,1,3,No,Sometimes,1
4,4,3,No,Always,Sometimes,1,1,No,Always,1
3,4,4,No,Sometimes,Sometimes,1,1,Yes,Never,0
3,5,4,No,Always,Always,2,2,No,Always,1
5,2,2,No,Sometimes,Sometimes,1,2,No,Always,1
3,2,3,Yes,Always,Always,4,2,Yes,Sometimes,1
4,3,4,No,Always,Always,3,3,No,Sometimes,1
5,2,3,No,Always,Always,2,2,Yes,Sometimes,0
2,5,3,No,Sometimes,Sometimes,2,2,No,Always,1
5,5,2,Yes,Sometimes,Always,2,1,No,Sometimes,1
5,3,5,No,Always,Always,2,3,Yes,Never,0
3,5,5,Yes,Sometimes,Always,1,1,Yes,Sometimes,1
2,2,2,Yes,Sometimes,Sometimes,1,1,Yes,Always,1
5,4,5,No,Sometimes,Sometimes,4,3,Yes,Sometimes,1
4,5,5,No,Always,Always,2,2,Yes,Never,0
3,5,5,No,Sometimes,Sometimes,1,1,No,Sometimes,1
5,2,5,Yes,Always,Always,2,2,No,Sometimes,1
2,3,3,No,Sometimes,Always,2,2,No,Sometimes,1
3,3,4,Yes,Sometimes,Always,2,1,Yes,Sometimes,0
5,4,3,Yes,Sometimes,Sometimes,2,1,Yes,Always,1
2,2,5,No,Always,Always,3,2,Yes,Always,1
4,4,5,No,Always,Sometimes,3,2,Yes,Sometimes,0
3,2,3,No,Sometimes,Sometimes,1,4,Yes,Always,1
3,4,2,No,Sometimes,Always,2,4,Yes,Sometimes,1
5,4,5,No,Always,Sometimes,1,2,No,Always,1
5,4,5,No,Sometimes,Always,2,2,No,Never,0
5,3,4,Yes,Always,Always,1,2,Yes,Sometimes,1
3,2,5,No,Always,Sometimes,1,3,Yes,Always,0
5,4,2,No,Always,Always,2,4,No,Sometimes,1
4,2,4,Yes,Sometimes,Sometimes,1,3,Yes,Sometimes,1
2,4,2,No,Sometimes,Sometimes,1,1,Yes,Sometimes,1
5,4,2,No,Always,Sometimes,2,1,Yes,Never,1
5,4,2,No,Always,Always,2,4,Yes,Always,0
3,5,3,No,Sometimes,Sometimes,2,2,No,Sometimes,1
3,4,5,Yes,Always,Always,1,3,No,Sometimes,1
4,5,5,No,Always,Always,1,3,Yes,Sometimes,1
3,5,5,Yes,Always,Sometimes,3,1,No,Never,1
2,5,5,No,Sometimes,Always,1,1,Yes,Always,1
4,5,5,No,Always,Sometimes,2,3,No,Sometimes,0
2,2,3,No,Sometimes,Sometimes,2,2,Yes,Sometimes,1
4,4,3,No,Always,Always,1,4,No,Always,0
4,5,3,No,Always,Always,1,2,Yes,Always,1
3,4,4,Yes,Sometimes,Sometimes,3,1,Yes,Always,1
3,4,4,No,Sometimes,Sometimes,3,2,No,Sometimes,1
2,3,4,No,Sometimes,Sometimes,2,3,Yes,Never,1
2,2,2,No,Sometimes,Sometimes,2,3,Yes,Never,0
5,5,3,Yes,Always,Always,1,1,No,Always,0
3,2,4,No,Always,Sometimes,1,1,No,Always,0
4,2,2,Yes,Always,Always,4,2,Yes,Always,1
2,5,2,Yes,Sometimes,Sometimes,1,4,No,Never,1
5,3,4,No,Always,Sometimes,1,2,Yes,Always,0
2,5,3,Yes,Sometimes,Sometimes,2,2,No,Sometimes,1
2,4,4,No,Sometimes,Always,1,2,No,Sometimes,1
3,3,4,Yes,Sometimes,Always,2,2,Yes,Sometimes,0
2,4,3,No,Sometimes,Sometimes,3,1,No,Sometimes,0
4,2,2,No,Always,Always,2,1,No,Always,1
5,4,5,Yes,Sometimes,Always,2,1,No,Always,1
3,5,5,No,Always,Sometimes,2,2,Yes,Sometimes,0
5,4,5,No,Always,Sometimes,1,3,No,Sometimes,0
3,5,4,No,Always,Always,3,3,Yes,Never,0
5,2,4,No,Sometimes,Always,3,1,No,Never,1
2,4,3,No,Always,Sometimes,2,1,Yes,Always,1
3,3,2,Yes,Sometimes,Always,2,2,No,Always,1
3,2,4,No,Sometimes,Sometimes,3,2,No,Sometimes,1
4,3,3,No,Sometimes,Sometimes,2,3,No,Always,1
3,3,2,No,Always,Always,2,1,Yes,Always,1
4,2,4,No,Sometimes,Always,2,1,No,Always,1
4,2,4,No,Sometimes,Always,3,1,No,Always,1
5,5,5,No,Sometimes,Sometimes,2,2,No,Sometimes,0
3,5,2,Yes,Sometimes,Always,1,2,No,Always,0
4,5,3,No,Sometimes,Sometimes,1,3,No,Always,1
2,5,4,No,Sometimes,Always,3,2,Yes,Always,0
4,3,4,No,Always,Sometimes,2,1,Yes,Always,1
3,5,5,No,Always,Always,2,1,No,Always,0
5,2,5,No,Sometimes,Sometimes,1,3,No,Sometimes,1
5,4,5,No,Always,Always,1,1,No,Sometimes,0
3,2,5,No,Sometimes,Always,3,1,No,Always,0
2,3,4,Yes,Sometimes,Sometimes,1,2,No,Always,1
5,5,4,No,Sometimes,Always,1,2,No,Sometimes,0
4,2,3,No,Sometimes,Sometimes,1,4,No,Sometimes,1
5,5,2,No,Always,Always,2,4,Yes,Sometimes,1
2,2,2,No,Sometimes,Sometimes,3,2,No,Never,1
3,5,2,No,Sometimes,Always,1,3,No,Always,1
4,3,5,No,Sometimes,Always,1,3,No,Sometimes,1
4,3,2,No,Sometimes,Always,2,4,No,Always,1
5,2,4,No,Always,Always,2,1,No,Never,0
2,4,5,Yes,Always,Always,1,2,Yes,Sometimes,0
3,5,4,No,Sometimes,Sometimes,1,1,No,Always,0
3,2,2,No,Always,Sometimes,3,3,No,Sometimes,1
5,4,5,No,Sometimes,Sometimes,1,1,No,Sometimes,1
3,3,2,Yes,Sometimes,Always,2,2,Yes,Never,0
5,2,2,Yes,Always,Always,2,3,No,Never,1
4,3,2,Yes,Always,Always,1,4,Yes,Never,0
4,4,2,Yes,Always,Always,1,2,Yes,Sometimes,1
5,4,5,No,Sometimes,Sometimes,4,2,Yes,Never,1
5,4,5,No,Sometimes,Sometimes,3,3,No,Always,1
5,3,2,No,Sometimes,Sometimes,1,4,Yes,Always,0
3,2,5,No,Sometimes,Always,1,3,Yes,Always,0
2,4,5,No,Always,Sometimes,2,2,No,Always,1
5,2,3,No,Always,Always,2,3,No,Never,1
4,3,4,Yes,Always,Sometimes,2,3,Yes,Never,0
4,5,4,Yes,Sometimes,Sometimes,2,1,No,Never,0
5,4,5,No,Sometimes,Sometimes,2,2,Yes,Always,1
3,3,3,No,Sometimes,Sometimes,2,1,Yes,Never,1
2,4,3,No,Sometimes,Sometimes,1,1,No,Always,0
3,4,4,No,Always,Sometimes,2,3,No,Always,0
2,2,4,No,Sometimes,Sometimes,1,2,No,Always,0
3,4,3,No,Sometimes,Sometimes,3,2,No,Always,1
4,5,4,Yes,Always,Sometimes,1,2,No,Sometimes,1
2,2,4,No,Sometimes,Sometimes,2,2,No,Always,1
5,2,2,Yes,Always,Sometimes,4,1,No,Never,1
5,2,3,No,Sometimes,Always,3,2,Yes,Never,0
4,4,4,No,Sometimes,Sometimes,1,2,No,Sometimes,1
5,4,4,No,Sometimes,Sometimes,2,2,Yes,Sometimes,1
4,5,5,No,Always,Always,1,2,Yes,Always,0
3,4,2,No,Sometimes,Sometimes,2,3,Yes,Never,0
4,5,2,No,Always,Sometimes,2,2,No,Sometimes,1
5,5,3,No,Sometimes,Sometimes,4,2,No,Never,0
5,2,5,No,Sometimes,Always,1,2,No,Always,1
2,4,3,No,Sometimes,Sometimes,1,2,No,Never,1
5,2,2,Yes,Always,Always,1,3,Yes,Never,0
3,3,2,Yes,Sometimes,Always,2,2,Yes,Sometimes,0
4,4,2,Yes,Sometimes,Always,1,3,No,Sometimes,1
4,4,3,No,Always,Sometimes,1,1,No,Always,1
3,4,4,No,Sometimes,Sometimes,1,1,Yes,Never,0
3,5,4,No,Always,Always,2,2,No,Always,1
5,2,2,No,Sometimes,Sometimes,1,2,No,Always,1
3,2,3,Yes,Always,Always,4,2,Yes,Sometimes,1
4,3,4,No,Always,Always,3,3,No,Sometimes,1
5,2,3,No,Always,Always,2,2,Yes,Sometimes,0
2,5,3,No,Sometimes,Sometimes,2,2,No,Always,1
5,5,2,Yes,Sometimes,Always,2,1,No,Sometimes,1
5,3,5,No,Always,Always,2,3,Yes,Never,0
3,5,5,Yes,Sometimes,Always,1,1,Yes,Sometimes,1
2,2,2,Yes,Sometimes,Sometimes,1,1,Yes,Always,1
5,4,5,No,Sometimes,Sometimes,4,3,Yes,Sometimes,1
4,5,5,No,Always,Always,2,2,Yes,Never,0
3,5,5,No,Sometimes,Sometimes,1,1,No,Sometimes,1
5,2,5,Yes,Always,Always,2,2,No,Sometimes,1
2,3,3,No,Sometimes,Always,2,2,No,Sometimes,1
3,3,4,Yes,Sometimes,Always,2,1,Yes,Sometimes,0
5,4,3,Yes,Sometimes,Sometimes,2,1,Yes,Always,1
2,2,5,No,Always,Always,3,2,Yes,Always,1
4,4,5,No,Always,Sometimes,3,2,Yes,Sometimes,0
3,2,3,No,Sometimes,Sometimes,1,4,Yes,Always,1
3,4,2,No,Sometimes,Always,2,4,Yes,Sometimes,1
5,4,5,No,Always,Sometimes,1,2,No,Always,1
5,4,5,No,Sometimes,Always,2,2,No,Never,0
5,3,4,Yes,Always,Always,1,2,Yes,Sometimes,1
3,2,5,No,Always,Sometimes,1,3,Yes,Always,0
5,4,2,No,Always,Always,2,4,No,Sometimes,1
4,2,4,Yes,Sometimes,Sometimes,1,3,Yes,Sometimes,1
2,4,2,No,Sometimes,Sometimes,1,1,Yes,Sometimes,1
5,4,2,No,Always,Sometimes,2,1,Yes,Never,1
5,4,2,No,Always,Always,2,4,Yes,Always,0
3,5,3,No,Sometimes,Sometimes,2,2,No,Sometimes,1
3,4,5,Yes,Always,Always,1,3,No,Sometimes,1
4,5,5,No,Always,Always,1,3,Yes,Sometimes,1
3,5,5,Yes,Always,Sometimes,3,1,No,Never,1
2,5,5,No,Sometimes,Always,1,1,Yes,Always,1
4,5,5,No,Always,Sometimes,2,3,No,Sometimes,0
2,2,3,No,Sometimes,Sometimes,2,2,Yes,Sometimes,1
4,4,3,No,Always,Always,1,4,No,Always,0
4,5,3,No,Always,Always,1,2,Yes,Always,1
3,4,4,Yes,Sometimes,Sometimes,3,1,Yes,Always,1
3,4,4,No,Sometimes,Sometimes,3,2,No,Sometimes,1
2,3,4,No,Sometimes,Sometimes,2,3,Yes,Never,1
2,2,2,No,Sometimes,Sometimes,2,3,Yes,Never,0
5,5,3,Yes,Always,Always,1,1,No,Always,0
3,2,4,No,Always,Sometimes,1,1,No,Always,0
4,2,2,Yes,Always,Always,4,2,Yes,Always,1
2,5,2,Yes,Sometimes,Sometimes,1,4,No,Never,1
5,3,4,No,Always,Sometimes,1,2,Yes,Always,0
2,5,3,Yes,Sometimes,Sometimes,2,2,No,Sometimes,1
2,4,4,No,Sometimes,Always,1,2,No,Sometimes,1
3,3,4,Yes,Sometimes,Always,2,2,Yes,Sometimes,0
2,4,3,No,Sometimes,Sometimes,3,1,No,Sometimes,0
4,2,2,No,Always,Always,2,1,No,Always,1
5,4,5,Yes,Sometimes,Always,2,1,No,Always,1
3,5,5,No,Always,Sometimes,2,2,Yes,Sometimes,0
5,4,5,No,Always,Sometimes,1,3,No,Sometimes,0
3,5,4,No,Always,Always,3,3,Yes,Never,0
5,2,4,No,Sometimes,Always,3,1,No,Never,1
2,4,3,No,Always,Sometimes,2,1,Yes,Always,1
3,3,2,Yes,Sometimes,Always,2,2,No,Always,1
3,2,4,No,Sometimes,Sometimes,3,2,No,Sometimes,1
4,3,3,No,Sometimes,Sometimes,2,3,No,Always,1
3,3,2,No,Always,Always,2,1,Yes,Always,1
4,2,4,No,Sometimes,Always,2,1,No,Always,1
4,2,4,No,Sometimes,Always,3,1,No,Always,1
5,5,5,No,Sometimes,Sometimes,2,2,No,Sometimes,0
3,5,2,Yes,Sometimes,Always,1,2,No,Always,0
4,5,3,No,Sometimes,Sometimes,1,3,No,Always,1
2,5,4,No,Sometimes,Always,3,2,Yes,Always,0
4,3,4,No,Always,Sometimes,2,1,Yes,Always,1
3,5,5,No,Always,Always,2,1,No,Always,0
5,2,5,No,Sometimes,Sometimes,1,3,No,Sometimes,1
5,4,5,No,Always,Always,1,1,No,Sometimes,0
3,2,5,No,Sometimes,Always,3,1,No,Always,0
2,3,4,Yes,Sometimes,Sometimes,1,2,No,Always,1
5,5,4,No,Sometimes,Always,1,2,No,Sometimes,0
4,2,3,No,Sometimes,Sometimes,1,4,No,Sometimes,1
5,5,2,No,Always,Always,2,4,Yes,Sometimes,1
2,2,2,No,Sometimes,Sometimes,3,2,No,Never,1
3,5,2,No,Sometimes,Always,1,3,No,Always,1
4,3,5,No,Sometimes,Always,1,3,No,Sometimes,1
4,3,2,No,Sometimes,Always,2,4,No,Always,1
5,2,4,No,Always,Always,2,1,No,Never,0
2,4,5,Yes,Always,Always,1,2,Yes,Sometimes,0
3,5,4,No,Sometimes,Sometimes,1,1,No,Always,0
3,2,2,No,Always,Sometimes,3,3,No,Sometimes,1
5,4,5,No,Sometimes,Sometimes,1,1,No,Sometimes,1
3,3,2,Yes,Sometimes,Always,2,2,Yes,Never,0
5,2,2,Yes,Always,Always,2,3,No,Never,1
4,3,2,Yes,Always,Always,1,4,Yes,Never,0
4,4,2,Yes,Always,Always,1,2,Yes,Sometimes,1
5,4,5,No,Sometimes,Sometimes,4,2,Yes,Never,1
5,4,5,No,Sometimes,Sometimes,3,3,No,Always,1
5,3,2,No,Sometimes,Sometimes,1,4,Yes,Always,0
3,2,5,No,Sometimes,Always,1,3,Yes,Always,0
2,4,5,No,Always,Sometimes,2,2,No,Always,1
5,2,3,No,Always,Always,2,3,No,Never,1
4,3,4,Yes,Always,Sometimes,2,3,Yes,Never,0
4,5,4,Yes,Sometimes,Sometimes,2,1,No,Never,0
5,4,5,No,Sometimes,Sometimes,2,2,Yes,Always,1
3,3,3,No,Sometimes,Sometimes,2,1,Yes,Never,1
2,4,3,No,Sometimes,Sometimes,1,1,No,Always,0
3,4,4,No,Always,Sometimes,2,3,No,Always,0
2,2,4,No,Sometimes,Sometimes,1,2,No,Always,0
3,4,3,No,Sometimes,Sometimes,3,2,No,Always,1
4,5,4,Yes,Always,Sometimes,1,2,No,Sometimes,1
2,2,4,No,Sometimes,Sometimes,2,2,No,Always,1
5,2,2,Yes,Always,Sometimes,4,1,No,Never,1
5,2,3,No,Sometimes,Always,3,2,Yes,Never,0
4,4,4,No,Sometimes,Sometimes,1,2,No,Sometimes,1
5,4,4,No,Sometimes,Sometimes,2,2,Yes,Sometimes,1
4,5,5,No,Always,Always,1,2,Yes,Always,0
3,4,2,No,Sometimes,Sometimes,2,3,Yes,Never,0
4,5,2,No,Always,Sometimes,2,2,No,Sometimes,1
5,5,3,No,Sometimes,Sometimes,4,2,No,Never,0
5,2,5,No,Sometimes,Always,1,2,No,Always,1
2,4,3,No,Sometimes,Sometimes,1,2,No,Never,1
5,2,2,Yes,Always,Always,1,3,Yes,Never,0
3,3,2,Yes,Sometimes,Always,2,2,Yes,Sometimes,0
4,4,2,Yes,Sometimes,Always,1,3,No,Sometimes,1
4,4,3,No,Always,Sometimes,1,1,No,Always,1
3,4,4,No,Sometimes,Sometimes,1,1,Yes,Never,0
3,5,4,No,Always,Always,2,2,No,Always,1
5,2,2,No,Sometimes,Sometimes,1,2,No,Always,1
3,2,3,Yes,Always,Always,4,2,Yes,Sometimes,1
4,3,4,No,Always,Always,3,3,No,Sometimes,1
5,2,3,No,Always,Always,2,2,Yes,Sometimes,0
2,5,3,No,Sometimes,Sometimes,2,2,No,Always,1
5,5,2,Yes,Sometimes,Always,2,1,No,Sometimes,1
5,3,5,No,Always,Always,2,3,Yes,Never,0
3,5,5,Yes,Sometimes,Always,1,1,Yes,Sometimes,1
2,2,2,Yes,Sometimes,Sometimes,1,1,Yes,Always,1
5,4,5,No,Sometimes,Sometimes,4,3,Yes,Sometimes,1
4,5,5,No,Always,Always,2,2,Yes,Never,0
3,5,5,No,Sometimes,Sometimes,1,1,No,Sometimes,1
5,2,5,Yes,Always,Always,2,2,No,Sometimes,1
2,3,3,No,Sometimes,Always,2,2,No,Sometimes,1
3,3,4,Yes,Sometimes,Always,2,1,Yes,Sometimes,0
5,4,3,Yes,Sometimes,Sometimes,2,1,Yes,Always,1
2,2,5,No,Always,Always,3,2,Yes,Always,1
4,4,5,No,Always,Sometimes,3,2,Yes,Sometimes,0
3,2,3,No,Sometimes,Sometimes,1,4,Yes,Always,1
3,4,2,No,Sometimes,Always,2,4,Yes,Sometimes,1
5,4,5,No,Always,Sometimes,1,2,No,Always,1
5,4,5,No,Sometimes,Always,2,2,No,Never,0
5,3,4,Yes,Always,Always,1,2,Yes,Sometimes,1
3,2,5,No,Always,Sometimes,1,3,Yes,Always,0
5,4,2,No,Always,Always,2,4,No,Sometimes,1
4,2,4,Yes,Sometimes,Sometimes,1,3,Yes,Sometimes,1
2,4,2,No,Sometimes,Sometimes,1,1,Yes,Sometimes,1
5,4,2,No,Always,Sometimes,2,1,Yes,Never,1
5,4,2,No,Always,Always,2,4,Yes,Always,0
3,5,3,No,Sometimes,Sometimes,2,2,No,Sometimes,1
3,4,5,Yes,Always,Always,1,3,No,Sometimes,1
4,5,5,No,Always,Always,1,3,Yes,Sometimes,1
3,5,5,Yes,Always,Sometimes,3,1,No,Never,1
2,5,5,No,Sometimes,Always,1,1,Yes,Always,1
4,5,5,No,Always,Sometimes,2,3,No,Sometimes,0
2,2,3,No,Sometimes,Sometimes,2,2,Yes,Sometimes,1
4,4,3,No,Always,Always,1,4,No,Always,0
4,5,3,No,Always,Always,1,2,Yes,Always,1
3,4,4,Yes,Sometimes,Sometimes,3,1,Yes,Always,1
3,4,4,No,Sometimes,Sometimes,3,2,No,Sometimes,1
2,3,4,No,Sometimes,Sometimes,2,3,Yes,Never,1
2,2,2,No,Sometimes,Sometimes,2,3,Yes,Never,0
5,5,3,Yes,Always,Always,1,1,No,Always,0
3,2,4,No,Always,Sometimes,1,1,No,Always,0
4,2,2,Yes,Always,Always,4,2,Yes,Always,1
2,5,2,Yes,Sometimes,Sometimes,1,4,No,Never,1
5,3,4,No,Always,Sometimes,1,2,Yes,Always,0
2,5,3,Yes,Sometimes,Sometimes,2,2,No,Sometimes,1
2,4,4,No,Sometimes,Always,1,2,No,Sometimes,1
3,3,4,Yes,Sometimes,Always,2,2,Yes,Sometimes,0
2,4,3,No,Sometimes,Sometimes,3,1,No,Sometimes,0
4,2,2,No,Always,Always,2,1,No,Always,1
5,4,5,Yes,Sometimes,Always,2,1,No,Always,1
3,5,5,No,Always,Sometimes,2,2,Yes,Sometimes,0
5,4,5,No,Always,Sometimes,1,3,No,Sometimes,0
3,5,4,No,Always,Always,3,3,Yes,Never,0
5,2,4,No,Sometimes,Always,3,1,No,Never,1
2,4,3,No,Always,Sometimes,2,1,Yes,Always,1
3,3,2,Yes,Sometimes,Always,2,2,No,Always,1
3,2,4,No,Sometimes,Sometimes,3,2,No,Sometimes,1
4,3,3,No,Sometimes,Sometimes,2,3,No,Always,1
3,3,2,No,Always,Always,2,1,Yes,Always,1
4,2,4,No,Sometimes,Always,2,1,No,Always,1
4,2,4,No,Sometimes,Always,3,1,No,Always,1
5,5,5,No,Sometimes,Sometimes,2,2,No,Sometimes,0
3,5,2,Yes,Sometimes,Always,1,2,No,Always,0
4,5,3,No,Sometimes,Sometimes,1,3,No,Always,1
2,5,4,No,Sometimes,Always,3,2,Yes,Always,0
4,3,4,No,Always,Sometimes,2,1,Yes,Always,1
3,5,5,No,Always,Always,2,1,No,Always,0
5,2,5,No,Sometimes,Sometimes,1,3,No,Sometimes,1
5,4,5,No,Always,Always,1,1,No,Sometimes,0
3,2,5,No,Sometimes,Always,3,1,No,Always,0
2,3,4,Yes,Sometimes,Sometimes,1,2,No,Always,1
5,5,4,No,Sometimes,Always,1,2,No,Sometimes,0
4,2,3,No,Sometimes,Sometimes,1,4,No,Sometimes,1
5,5,2,No,Always,Always,2,4,Yes,Sometimes,1
2,2,2,No,Sometimes,Sometimes,3,2,No,Never,1
3,5,2,No,Sometimes,Always,1,3,No,Always,1
4,3,5,No,Sometimes,Always,1,3,No,Sometimes,1
4,3,2,No,Sometimes,Always,2,4,No,Always,1
5,2,4,No,Always,Always,2,1,No,Never,0
2,4,5,Yes,Always,Always,1,2,Yes,Sometimes,0
3,5,4,No,Sometimes,Sometimes,1,1,No,Always,0
3,2,2,No,Always,Sometimes,3,3,No,Sometimes,1
5,4,5,No,Sometimes,Sometimes,1,1,No,Sometimes,1
3,3,2,Yes,Sometimes,Always,2,2,Yes,Never,0
5,2,2,Yes,Always,Always,2,3,No,Never,1
4,3,2,Yes,Always,Always,1,4,Yes,Never,0
4,4,2,Yes,Always,Always,1,2,Yes,Sometimes,1
5,4,5,No,Sometimes,Sometimes,4,2,Yes,Never,1
5,4,5,No,Sometimes,Sometimes,3,3,No,Always,1
5,3,2,No,Sometimes,Sometimes,1,4,Yes,Always,0
3,2,5,No,Sometimes,Always,1,3,Yes,Always,0
2,4,5,No,Always,Sometimes,2,2,No,Always,1
5,2,3,No,Always,Always,2,3,No,Never,1
4,3,4,Yes,Always,Sometimes,2,3,Yes,Never,0
4,5,4,Yes,Sometimes,Sometimes,2,1,No,Never,0
5,4,5,No,Sometimes,Sometimes,2,2,Yes,Always,1
3,3,3,No,Sometimes,Sometimes,2,1,Yes,Never,1
2,4,3,No,Sometimes,Sometimes,1,1,No,Always,0
3,4,4,No,Always,Sometimes,2,3,No,Always,0
